name,cell_length_a,cell_length_b,cell_length_c,cell_angle_alpha,cell_angle_beta,cell_angle_gamma,lcd,pld,void_fraction,surface_area_m2g,surface_area_m2cm3,number_H,number_C,number_N,number_O,number_F,number_Cl,number_V,number_Cu,number_Zn,number_Br,number_Zr,adsorption
hMOF-5043433,15.99535,15.07222,15.99535,90.001101,96.507625,90.008851,3.25,2.75,0.136512,1.2,1.7,81,114,6,24,0,27,0,0,6,0,0,0.131835
hMOF-5066841,10.540514,10.540539,9.4829,99.430988,80.616091,84.520326,5.75,4.25,0.334525,586.1,791.6,14,22,2,8,14,0,0,2,0,0,0,3.65346
hMOF-5014037,11.169417,12.594516,11.169409,90.032222,90.019513,90.019422,7.25,5.75,0.576448,2261.4,2016.9,14,30,0,13,0,0,0,0,4,0,0,1.19898
hMOF-5062326,14.519709,12.99646,11.026607,90.002303,83.866919,90.000602,3.75,1.75,0.196037,132.4,178.3,36,66,6,24,0,0,0,6,0,0,0,0.690599
hMOF-3000950,22.863218,22.862586,22.858745,60.006856,60.013818,59.991795,7.25,5.75,0.602631,2955.3,2507.5,26,122,54,64,0,0,0,0,16,0,0,0.513225
hMOF-5009487,12.759401,12.64533,12.759393,90.030048,90.018567,90.016736,9.25,8.25,0.612829,2324.1,1938.6,36,30,12,13,0,0,0,0,4,0,0,1.32746
hMOF-5079441,23.532407,23.532407,22.010155,90.000423,89.996931,97.151322,10.25,8.25,0.850539,4561.1,2332.3,38,160,16,40,34,0,0,4,0,0,0,0.874288
hMOF-24791,10.723024,10.654541,9.798715,89.997081,89.996609,84.475899,7.25,6.25,0.706941,1687.0,1863.2,10,30,8,8,0,0,0,0,2,0,0,3.90927
hMOF-5043405,15.99535,10.908878,15.07222,90.001986,90.000423,71.788583,8.75,7.75,0.610901,2972.0,2163.7,28,30,32,8,0,0,0,0,2,0,0,0.633503
hMOF-5064700,10.723024,14.04422,9.198806,89.995861,89.996352,88.828373,3.75,2.25,0.168781,28.9,39.1,20,32,4,26,0,0,0,4,0,0,0,0.208726
hMOF-28290,10.65455,16.109301,9.130313,89.99406,89.999724,83.973206,6.75,6.25,0.633756,2190.8,1904.3,36,36,2,12,0,0,0,2,0,0,0,3.14218
hMOF-5007836,14.908571,16.120484,14.908308,95.986071,90.175053,89.787312,12.75,11.25,0.837324,4358.3,2161.6,42,46,0,13,0,0,0,0,4,0,0,1.97271
hMOF-34107,11.295663,12.837943,12.837942,94.82894,85.464944,94.531612,9.25,8.25,0.748202,1631.5,2050.0,9,32,2,8,0,0,0,2,0,9,0,1.52175
hMOF-5008506,16.12053,13.897448,13.897441,89.969401,92.919063,92.886725,6.25,4.75,0.445139,1278.5,1459.6,6,60,0,39,0,0,0,0,12,0,0,1.24565
hMOF-5073733,17.019383,17.038272,13.448316,89.993314,86.117264,87.246883,4.25,3.25,0.283015,127.8,288.7,48,126,6,24,0,0,0,6,0,36,0,1.38147
hMOF-27000,8.597213,14.750779,8.559649,79.164307,102.375353,84.60619,4.75,3.75,0.553604,532.2,978.2,7,24,2,8,0,0,0,0,2,7,0,3.1275
hMOF-5063515,10.65455,12.503572,10.65455,93.557511,95.515069,93.549232,3.75,2.75,0.363979,139.4,187.3,16,40,4,16,4,0,0,4,0,0,0,2.18665
hMOF-5063141,14.853567,14.519709,13.330367,89.994415,89.995418,83.657538,9.75,8.25,0.776585,3400.3,2150.0,44,54,2,15,0,0,0,2,0,0,0,1.87958
hMOF-5048819,10.65455,9.730223,17.038278,89.988929,87.797716,90.000649,8.75,6.75,0.722151,1734.7,2076.4,10,28,2,8,0,0,0,0,2,8,0,1.38348
hMOF-5070403,10.489741,11.804365,13.262508,117.325227,84.484564,78.03188,5.25,4.25,0.517028,1313.5,1357.8,29,38,9,8,0,0,0,2,0,0,0,3.80917
hMOF-13876,12.759401,16.959454,16.959447,89.973264,89.986359,90.0216,11.75,9.75,0.779207,3867.1,2219.0,10,54,10,13,0,0,0,0,4,0,0,0.851424
hMOF-5078166,15.944551,19.18893,14.421503,89.999163,89.996859,83.32176,14.75,13.75,0.834351,5070.5,2076.4,13,40,6,8,0,7,0,2,0,0,0,0.476513
hMOF-5067779,10.65455,15.99535,9.130313,90.000982,89.99622,83.988639,6.25,5.25,0.462345,799.3,1384.6,12,30,2,8,0,0,0,2,0,12,0,1.60534
hMOF-5018866,18.05059,18.05059,16.625539,90.029956,90.00491,90.007719,16.75,14.75,0.883544,5757.3,1754.2,12,36,0,18,0,0,0,0,4,0,0,0.360165
hMOF-5072429,12.837943,15.944551,11.295483,94.094426,85.461227,89.163839,6.25,5.25,0.544463,1519.4,1447.1,50,82,2,8,0,0,0,2,0,0,0,4.07295
hMOF-29762,19.288864,16.992695,17.766277,89.99369,89.976791,86.902234,16.75,15.75,0.860238,4914.6,1684.0,32,50,4,24,0,0,0,2,0,0,0,0.454009
hMOF-5074275,16.992694,17.038272,15.455313,92.85837,87.142206,90.88989,5.75,4.75,0.702829,2301.3,2273.9,24,80,12,16,0,28,0,4,0,0,0,3.94412
hMOF-14308,16.959455,16.959454,18.215399,90.022741,89.981437,89.980118,5.75,4.75,0.496452,600.2,1148.7,24,144,0,39,0,0,0,0,12,36,0,2.37281
hMOF-26840,16.109301,15.538191,15.186229,89.999546,89.999362,65.366787,12.25,11.25,0.814411,4612.7,2040.3,27,40,11,8,0,0,0,0,2,0,0,0.556146
hMOF-7292,19.805407,13.032721,19.805399,82.844098,90.019573,97.204665,5.25,3.75,0.478492,1251.1,1417.1,27,114,0,39,33,0,0,0,12,0,0,7.18188
hMOF-3001380,33.592126,33.591377,33.588093,60.004089,60.008299,59.994549,24.75,24.25,0.929012,5850.6,886.2,73,74,33,32,0,0,0,8,0,0,0,0.310925
hMOF-25856,14.853567,9.065218,8.140239,90.002802,90.000276,95.674592,1.75,1.25,0.00273463,0.0,0.0,40,56,4,16,0,0,0,0,4,0,0,0.0
hMOF-6003910,6.8179,9.514072,17.110486,93.368679,99.060439,118.843421,6.25,5.25,0.644022,2205.6,1985.8,12,20,0,10,0,0,2,0,0,0,0,2.58468
hMOF-5059337,9.065215,11.792254,7.540329,89.996229,89.997574,84.606648,3.25,2.75,0.0949953,0.0,0.0,0,20,4,16,0,0,0,4,0,0,0,0.0
hMOF-5068782,15.62595,15.995292,14.185569,76.851103,120.545593,83.874922,8.75,6.25,0.718109,3035.7,2337.0,20,50,2,8,0,12,0,2,0,0,0,1.82161
hMOF-5059821,11.792241,8.559649,7.088929,95.324505,83.733449,76.98604,4.25,3.25,0.370868,472.7,638.3,12,22,2,8,0,0,0,2,0,0,0,3.04468
hMOF-5075915,19.18893,19.288864,17.766277,90.023209,89.988508,96.859488,6.25,4.25,0.542066,1192.5,1407.6,48,156,18,24,0,48,0,6,0,0,0,3.04205
hMOF-5066812,10.54051,9.198806,10.540539,90.001893,95.480599,89.999296,5.75,5.25,0.327462,501.2,630.5,41,22,15,8,0,0,0,2,0,0,0,1.47879
hMOF-5059022,19.28884,11.792254,17.766277,89.993496,89.983415,83.662307,12.25,11.25,0.826662,4442.6,2032.0,66,63,2,8,0,0,0,2,0,0,0,1.71576
hMOF-5011987,19.077105,18.101397,18.10139,89.964547,87.685241,87.7167,17.75,16.75,0.854761,5444.0,1822.6,32,42,2,27,0,0,0,0,4,0,0,0.723152
hMOF-33263,6.394984,10.968094,9.4829,92.54831,99.608195,85.581781,3.75,2.75,0.317325,18.4,25.7,28,20,2,8,0,0,0,2,0,0,0,3.71562
hMOF-5024091,12.827893,21.295417,12.827885,89.9619,89.980728,90.030477,4.75,3.25,0.396906,355.4,682.7,30,84,12,39,0,0,0,0,12,18,0,2.36925
hMOF-12800,12.759401,15.299816,12.759393,80.349878,90.019684,80.349644,8.75,7.25,0.732416,3132.2,2252.6,13,36,0,13,7,0,0,0,4,0,0,2.83456
hMOF-26911,15.538191,17.699083,16.776229,89.999079,90.001809,114.722446,5.75,4.75,0.63065,1967.3,1761.1,84,96,36,16,0,0,0,0,4,0,0,4.76091
hMOF-5062046,8.559649,14.519709,7.088929,83.763835,95.325015,76.729405,3.25,2.25,0.0459698,1.4,2.6,8,24,4,22,0,0,0,4,0,0,0,0.00652067
hMOF-5013424,12.645331,18.101395,12.645323,90.028267,90.022676,90.030083,10.25,9.25,0.664435,1927.6,2232.4,22,34,0,13,0,0,0,0,4,14,0,0.974042
hMOF-5074834,17.038272,17.019282,13.330367,93.87367,89.995338,87.241387,6.25,5.25,0.592276,1699.6,1608.4,30,92,4,16,26,0,0,4,0,0,0,5.89011
hMOF-5024115,12.827893,21.295417,12.827885,90.037053,90.019272,90.029863,11.75,10.25,0.813794,4629.4,2171.6,16,28,4,20,0,0,0,0,4,0,0,0.748661
hMOF-16108,17.638574,10.685382,10.686551,81.588426,73.640872,82.249478,7.75,5.25,0.723346,2475.3,2794.1,8,28,0,13,0,0,0,0,4,6,0,2.41857
hMOF-15670,12.759401,17.637651,12.759393,101.250165,90.018496,101.219542,5.25,2.75,0.352995,456.1,638.8,44,80,0,50,0,0,0,0,8,0,0,2.1036
hMOF-5068172,16.992694,15.99535,15.455313,92.667328,87.142206,87.080299,12.75,11.75,0.813796,4262.1,2009.7,80,64,6,8,0,0,0,2,0,0,0,1.73972
hMOF-5003709,19.805407,16.625546,19.805399,90.027867,90.019573,90.022468,18.25,17.25,0.880731,4759.7,1504.8,8,40,0,13,0,8,0,0,4,0,0,0.585936
hMOF-5032166,13.897449,29.839131,13.897441,89.964857,89.979267,90.0427,7.75,6.25,0.737331,1855.5,2103.3,12,100,4,34,0,0,0,0,8,20,0,1.59417
hMOF-5056982,17.699083,27.732048,16.776229,89.988391,89.998886,82.962835,13.25,11.25,0.828918,4426.4,1767.0,72,126,4,12,0,0,0,0,2,0,0,1.11087
hMOF-5029755,25.639239,19.121102,19.120904,89.911827,92.410104,92.407118,7.75,5.75,0.696164,2601.1,2014.3,156,210,6,51,0,0,0,0,12,0,0,4.26597
hMOF-6000539,6.8179,7.190401,12.200722,91.280454,107.14092,60.610757,5.25,4.25,0.524349,1922.4,2319.8,0,8,0,10,0,0,2,0,0,0,0,1.12652
hMOF-9860,12.827893,14.90852,12.827885,93.263516,89.980728,93.320575,10.25,8.25,0.748006,3511.8,2270.5,26,30,0,19,0,0,0,0,4,0,0,1.46331
hMOF-5050181,11.792241,17.038272,10.868271,89.994627,89.999893,87.652486,10.25,8.75,0.782769,4156.7,2246.5,5,29,7,8,0,0,0,0,2,0,0,0.357517
hMOF-5077226,14.853566,19.188924,17.666332,90.007291,90.006406,83.388189,17.75,16.25,0.884339,5185.9,1673.0,24,46,10,8,0,0,0,2,0,0,0,0.806904
hMOF-5028767,13.897447,25.639242,13.897441,89.968225,90.029327,89.985811,8.25,6.75,0.71095,2712.7,2230.9,14,80,4,34,0,10,0,0,8,0,0,1.74552
hMOF-10298,17.077404,12.7594,12.759387,89.937904,89.957192,90.01491,9.75,8.25,0.766746,3075.7,2150.2,52,54,0,13,0,0,0,0,4,0,0,2.4859
hMOF-5060919,10.654549,14.519731,9.130313,89.994496,89.997498,84.086815,8.25,7.25,0.689231,2894.2,2296.6,8,20,12,8,0,0,0,2,0,0,0,0.922934
hMOF-5061384,14.519709,14.519731,12.99646,89.99913,89.999039,83.684499,4.75,3.25,0.305525,510.9,652.1,0,80,8,32,0,0,0,8,0,0,0,0.73237
hMOF-1003349,12.970454,14.560438,14.560438,60.005799,89.997944,59.998787,5.25,4.25,0.339376,187.8,459.8,25,62,0,32,0,0,0,0,0,13,6,1.8705
hMOF-5036562,17.699077,14.519709,16.776229,89.992406,89.993415,83.480361,5.25,4.25,0.438376,712.0,1066.1,27,108,6,24,0,0,0,0,6,21,0,2.16694
hMOF-5078247,19.18893,15.944551,14.421503,90.010022,90.014354,96.67824,3.25,1.75,0.0423713,0.0,0.0,80,160,24,64,0,0,0,8,0,0,0,0.0
hMOF-5019592,18.05059,18.05059,18.050582,90.023337,89.999233,90.007719,5.75,4.75,0.497648,1435.2,1370.2,81,126,27,39,0,0,0,0,12,0,0,1.84373
hMOF-5065143,12.837943,12.503572,12.811415,91.877684,89.411917,93.890817,10.75,9.75,0.755771,3811.0,2251.3,14,28,2,14,0,0,0,2,0,0,0,0.506515
hMOF-5001347,10.68622,13.897448,10.686551,85.592616,90.308082,94.39946,10.25,9.25,0.733449,2758.6,2321.2,2,14,0,13,0,0,0,0,4,2,0,0.945304
hMOF-5018526,18.050589,13.897449,13.897441,89.979267,89.972127,90.0295,6.75,5.75,0.690625,3097.6,2430.9,8,52,0,26,4,0,0,0,8,0,0,1.85363
hMOF-12062,19.077105,12.759394,19.077579,87.677447,85.300666,87.711291,11.75,10.25,0.789225,4432.3,2278.5,56,60,4,21,0,0,0,0,4,0,0,2.11241
hMOF-5048365,15.944551,14.04422,13.101039,93.659868,93.361595,91.656192,11.25,9.75,0.800127,5689.2,2514.3,34,38,2,8,0,0,0,0,2,0,0,0.625457
hMOF-6004715,6.8179,14.125369,19.453114,96.282118,101.709288,100.397648,10.75,10.25,0.76515,1889.3,1777.9,5,24,4,10,0,0,2,0,0,5,0,0.641035
hMOF-5040419,14.04422,15.538191,14.750779,97.573912,76.182253,70.230486,10.75,9.25,0.804623,3919.7,2192.4,40,53,2,8,0,0,0,0,2,0,0,1.7465
hMOF-5011659,18.215407,18.101395,18.215399,89.973573,89.980167,90.031552,16.75,15.25,0.883236,5597.4,1854.8,56,56,0,13,0,0,0,0,4,0,0,0.900146
hMOF-5076276,19.18893,16.109301,14.586319,89.999213,90.008905,96.696869,6.25,4.25,0.695129,4305.2,2898.0,48,72,28,16,0,0,0,4,0,0,0,1.5929
hMOF-23168,16.109301,12.837942,15.186229,89.996774,89.999362,89.145211,5.75,4.25,0.593458,2017.7,1976.6,14,64,4,16,0,14,0,0,4,0,0,2.88654
hMOF-5053269,15.99535,19.18893,15.07222,89.993728,89.991149,83.318578,3.25,2.25,0.0448408,0.0,0.0,52,160,24,32,76,0,0,0,8,0,0,0.00323648
hMOF-5002974,21.395362,16.625546,21.395355,90.018476,90.04394,90.038346,19.25,18.25,0.889338,4376.4,1482.4,10,48,0,13,0,14,0,0,4,0,0,0.71969
hMOF-26491,14.853567,14.853566,9.730217,90.001438,90.000542,83.634672,8.25,6.75,0.699668,2013.1,1984.1,13,48,2,8,0,11,0,0,2,0,0,4.07578
hMOF-2599,19.805407,19.805405,12.759393,89.962372,89.979138,90.023727,16.25,15.25,0.831022,4552.6,1776.7,34,42,12,13,0,0,0,0,4,0,0,0.645812
hMOF-5057039,16.992694,27.732048,16.053802,92.539157,87.249047,86.655439,16.25,14.75,0.891762,4065.0,1579.1,16,62,8,12,0,16,0,0,2,0,0,0.612681
hMOF-5061373,14.519709,9.065218,7.540329,90.003038,89.99546,95.651985,3.75,2.75,0.2392,128.7,184.8,0,24,4,16,0,0,0,4,0,0,0,0.235391
hMOF-5027447,19.805407,25.639239,19.805399,89.965354,90.019573,89.960118,16.25,14.75,0.872316,5054.1,1675.1,100,96,2,29,0,0,0,0,4,0,0,1.2422
hMOF-6002093,6.8179,17.253917,10.99241,97.468994,108.764651,102.659311,4.75,3.75,0.525133,1326.2,1394.7,40,34,2,10,0,0,2,0,0,0,0,4.95579
hMOF-5060942,14.971486,14.519709,13.448316,89.992453,89.998199,83.647137,5.75,4.75,0.631692,2376.0,2247.4,16,64,4,16,16,0,0,4,0,0,0,4.36892
hMOF-5076298,16.109301,19.18893,14.586319,89.991095,89.999213,83.303131,6.25,3.75,0.420314,1098.0,1084.2,36,120,30,24,0,0,0,6,0,0,0,1.17882
hMOF-5024676,21.295418,12.759394,12.759387,90.032817,89.959604,89.969348,8.75,6.75,0.70316,2735.8,2027.1,84,78,4,13,0,0,0,0,4,0,0,4.06743
hMOF-5072819,11.792241,15.944551,10.268362,89.993764,89.999626,83.846077,2.75,1.75,0.00492343,0.0,0.0,16,88,8,32,0,8,0,8,0,0,0,0.0
hMOF-5010175,13.033286,12.645324,13.032721,97.14646,89.137287,97.170025,10.25,8.75,0.728017,3418.2,2265.4,26,22,6,13,0,0,0,0,4,0,0,0.660137
hMOF-15594,21.395364,17.637651,21.395355,101.232233,90.024516,101.214606,16.75,15.25,0.900652,5426.2,1649.4,62,74,0,13,0,0,0,0,4,0,0,1.08812
hMOF-12046,19.077105,12.759394,19.076929,92.27126,90.0783,87.711291,6.25,4.75,0.53935,1440.9,1500.0,18,118,38,26,0,0,0,0,8,0,0,3.01211
hMOF-23224,16.109301,11.892113,16.109301,94.370065,83.461532,94.3663,10.25,7.75,0.774053,4564.8,2299.9,30,40,2,16,0,0,0,0,2,0,0,0.686988
hMOF-34705,10.723023,10.65455,9.198806,90.002279,90.0035,84.476225,6.75,5.75,0.605244,1093.0,1753.8,8,20,2,8,0,0,0,2,0,6,0,1.98624
hMOF-7000070,15.698487,20.016444,20.016444,89.997045,60.001889,119.999471,7.25,4.75,0.619022,1595.2,2155.5,17,72,0,32,0,0,0,0,0,21,6,1.62549
hMOF-5046656,16.109301,15.944551,15.186229,89.995303,89.999362,83.480109,13.25,12.25,0.852007,5002.2,2196.5,10,34,2,8,0,0,0,0,2,4,0,0.325796
hMOF-5016582,21.395362,18.050589,18.050583,89.971909,89.962387,90.044101,13.25,11.25,0.811203,5347.1,2250.8,96,84,0,25,0,0,0,0,4,0,0,1.58347
hMOF-32393,16.176319,17.699083,17.699083,83.283015,90.007696,90.000958,16.75,15.25,0.85587,4766.7,1666.8,24,44,2,22,0,0,0,2,0,0,0,0.414606
hMOF-5006171,21.395362,16.120484,21.395355,92.880721,89.95606,92.9424,7.25,5.25,0.522285,1029.2,1626.2,30,144,0,39,0,0,0,0,12,48,0,2.02709
hMOF-5063016,14.519709,13.33907,11.804365,105.12487,78.148041,99.654719,8.75,8.25,0.693366,2822.8,2098.4,28,54,2,8,0,0,0,2,0,0,0,2.15116
hMOF-2000680,27.780882,27.780884,27.780936,90.002261,59.997799,119.999789,22.25,18.75,0.862843,4706.5,1643.4,24,120,0,60,0,0,0,12,0,0,0,0.354494
hMOF-5013875,21.395362,12.594516,21.395356,89.979423,89.957023,90.031933,8.25,5.25,0.641764,2820.3,2177.5,60,100,0,56,0,0,0,0,8,0,0,1.5168
hMOF-5028492,25.63924,15.297621,15.299447,110.794051,80.300682,99.666635,9.25,4.25,0.63331,1872.8,1739.0,38,138,22,34,0,0,0,0,8,0,0,2.90324
hMOF-37197,19.288864,19.288855,17.766277,90.008954,89.976791,96.865756,4.25,3.25,0.2755,153.4,234.3,84,224,8,32,0,60,0,8,0,0,0,2.03091
hMOF-5022510,19.121102,19.121063,19.120904,85.258387,89.911827,90.126902,6.75,5.75,0.574349,1595.1,1638.0,30,144,0,39,60,0,0,0,12,0,0,4.95109
hMOF-5042170,11.792241,9.616153,11.792241,90.002388,95.806584,89.997972,5.75,3.25,0.372456,788.1,880.9,32,48,2,8,0,0,0,0,2,0,0,1.81989
hMOF-5059333,11.792241,9.065218,7.540329,89.996962,90.003744,95.39535,8.75,7.75,0.722689,3026.1,2524.7,0,10,2,8,0,0,0,2,0,0,0,0.38722
hMOF-10167,12.759401,12.759399,12.759393,89.971029,89.980446,90.015963,4.75,2.75,0.32579,408.5,568.2,32,64,0,26,0,0,0,0,8,0,0,2.80243
hMOF-5071262,14.971486,15.944551,13.448316,89.992444,89.998199,83.556434,11.25,9.75,0.784691,4225.7,2170.4,13,47,11,8,0,0,0,2,0,0,0,0.599857
hMOF-2000411,38.077507,38.067005,38.067077,89.996982,59.999325,60.000154,24.75,21.75,0.924185,5095.2,1245.5,54,240,0,48,66,0,0,0,12,0,0,1.39803
hMOF-5019473,12.594517,18.050589,12.594509,89.972304,89.978673,90.028021,10.25,9.75,0.716774,3685.1,2393.7,18,34,16,13,0,0,0,0,4,0,0,0.761594
hMOF-5006625,16.12053,18.215404,16.120297,87.128027,90.12814,92.880662,7.75,5.75,0.778563,4797.8,3012.7,14,56,0,26,0,0,0,0,8,2,0,0.764687
hMOF-6001656,6.8179,9.514072,14.125465,92.613576,100.398878,118.843421,5.75,4.75,0.590152,1722.2,1811.9,16,18,0,10,0,0,2,0,0,0,0,2.98011
hMOF-5052544,14.853558,19.188924,13.930277,89.993371,89.993309,83.386549,12.25,11.25,0.790021,1918.0,1844.9,7,48,6,8,0,0,0,0,2,17,0,0.710292
hMOF-9212,14.908571,11.169416,11.169409,89.969126,93.316289,93.293179,8.25,7.25,0.7622,3557.4,2568.0,12,23,0,16,0,0,0,0,4,0,0,1.1494
hMOF-5016213,12.759401,18.05059,12.759393,90.034679,90.019676,90.018979,10.75,9.75,0.809131,3944.2,2408.4,11,30,0,13,0,0,0,0,4,3,0,0.51984
hMOF-5011054,12.645331,12.64533,12.645323,89.971021,89.978207,90.011625,9.75,8.25,0.521459,1347.1,1605.9,19,30,0,13,0,17,0,0,4,0,0,1.62791
hMOF-5002286,12.759395,13.897447,12.759387,89.968815,89.982772,90.021067,8.25,6.75,0.73982,1976.7,2396.7,7,38,0,13,0,0,0,0,4,9,0,1.94982
hMOF-6174,12.827892,19.805407,19.805399,89.980427,90.022529,89.984608,16.75,15.75,0.864207,4750.7,1737.1,11,38,0,13,9,0,0,0,4,0,0,1.01477
hMOF-5014555,10.68622,12.594516,10.686551,85.5967,90.308082,94.397503,7.75,6.25,0.577896,1847.5,2010.2,3,18,0,13,0,7,0,0,4,0,0,2.65616
hMOF-11981,19.077372,19.077391,19.076919,90.062674,94.474666,90.124953,6.75,5.25,0.537061,1489.8,1603.4,36,126,18,39,0,36,0,0,12,0,0,2.8642
hMOF-5000816,18.215407,13.897447,18.215399,89.974944,89.983101,90.016989,5.75,4.75,0.534955,1631.2,1575.5,48,102,0,39,0,0,0,0,12,0,0,2.46835
hMOF-5010785,16.625548,12.64533,16.625539,90.024251,90.020568,90.01876,15.75,14.75,0.83786,3915.1,1796.9,7,26,0,13,0,5,0,0,4,0,0,0.924986
hMOF-5023800,19.077105,21.295417,19.076919,92.26662,90.076224,87.726672,13.75,12.75,0.803123,4203.8,1778.3,68,110,8,13,0,0,0,0,4,0,0,0.820744
hMOF-5003140,12.759401,16.625546,12.759393,90.036194,90.018496,90.022629,11.25,9.75,0.783717,3474.0,2101.9,36,40,0,13,0,0,0,0,4,0,0,2.09371
hMOF-5077328,19.188905,19.18893,14.185569,76.885558,103.100864,83.139668,7.25,4.25,0.567509,953.5,1308.1,48,144,30,24,0,30,0,6,0,0,0,3.7439
hMOF-5050319,14.519709,17.038272,13.596369,89.993837,90.000291,87.395851,10.75,9.75,0.781859,4268.3,2138.1,30,58,2,8,0,0,0,0,2,0,0,0.569004
hMOF-3908,19.805407,19.077692,19.805399,87.728486,90.019573,87.730708,5.75,4.25,0.553408,1392.7,1671.1,64,184,8,52,0,32,0,0,16,0,0,4.56068
hMOF-5024042,10.685661,21.295417,10.686551,94.411227,99.072622,85.650573,7.25,6.25,0.744739,4009.2,2769.3,12,24,16,13,0,0,0,0,4,0,0,1.21722
hMOF-11957,12.759395,19.805404,19.805399,89.970203,89.981995,90.029915,12.25,10.75,0.782946,3953.7,2039.5,68,70,0,24,0,0,0,0,4,0,0,1.3378
hMOF-5024134,12.827893,21.295417,12.827893,90.014534,90.003786,90.029863,5.75,5.25,0.476899,1113.2,1179.6,64,72,8,42,0,0,0,0,8,0,0,2.88787
hMOF-5038178,11.792241,14.519709,10.868271,89.993918,89.999893,83.93678,4.25,3.25,0.255711,312.8,403.3,0,48,6,24,0,0,0,0,6,0,0,0.456577
hMOF-22980,19.288864,12.837942,18.366186,89.994829,89.977106,88.982593,15.75,15.25,0.853451,4612.7,1833.7,43,48,15,8,0,0,0,0,2,0,0,0.753024
hMOF-5047434,15.944551,15.944551,15.021413,89.996935,89.997174,96.501262,11.75,10.25,0.763416,5290.1,2596.7,42,50,2,20,0,0,0,0,2,0,0,0.891459
hMOF-10728,19.805407,12.7594,19.805399,90.023237,90.019573,90.014685,15.75,14.75,0.8409,4899.5,1863.5,40,53,0,13,0,0,0,0,4,0,0,0.741781
hMOF-5076651,19.188925,19.18893,17.666332,90.011603,90.010303,83.143665,15.25,13.75,0.880456,4631.6,1696.4,84,74,14,8,0,0,0,2,0,0,0,1.65158
hMOF-6002972,6.8179,7.190334,10.943925,92.181143,108.844289,60.611776,3.25,2.25,0.0409496,0.0,0.0,3,12,0,10,0,3,2,0,0,0,0,0.0
hMOF-25011,19.288864,13.33907,18.366186,89.997828,89.977106,99.38277,6.75,5.75,0.680671,1183.2,1859.1,32,104,4,16,0,0,0,0,4,32,0,3.20578
hMOF-5678,17.077404,12.827892,17.077396,89.974288,89.982756,90.015617,13.75,12.75,0.837307,3597.3,1983.8,10,34,0,13,0,10,0,0,4,0,0,1.52007
hMOF-21859,17.699083,11.026607,16.776229,89.99614,89.998886,95.934516,5.75,4.75,0.540427,853.1,1446.0,16,68,4,16,0,0,0,0,4,24,0,2.30512
hMOF-5081592,27.732048,17.699083,16.176319,90.007696,90.001929,82.962835,12.25,10.75,0.818521,4138.3,1842.8,80,138,4,12,0,0,0,2,0,0,0,1.4387
hMOF-5047820,14.853567,15.944551,13.930277,89.994493,89.995755,83.566834,10.75,9.75,0.795147,4144.9,2155.1,33,46,13,8,0,0,0,0,2,0,0,1.00474
hMOF-6003320,6.8179,17.982783,16.255661,95.649221,103.488922,102.448572,4.75,3.25,0.392761,1014.8,985.3,38,66,0,10,0,0,2,0,0,0,0,4.04298
hMOF-5007573,13.032831,16.120484,13.033429,94.699356,90.908563,86.078521,10.25,9.25,0.800956,4046.8,2296.0,40,35,0,13,0,0,0,0,4,0,0,0.808559
hMOF-5077637,14.519709,19.18893,12.99646,89.988736,90.000034,83.412464,11.25,9.75,0.779806,4250.0,2087.4,28,58,6,8,0,0,0,2,0,0,0,0.475713
hMOF-6000787,6.8179,9.58286,14.858572,92.654604,104.524003,111.206767,1.75,1.75,1.69e-20,0.0,0.0,0,48,0,40,0,0,8,0,0,0,0,0.0
hMOF-5028136,25.639243,25.63924,25.639233,90.025929,90.015962,90.035481,11.25,9.25,0.849744,4940.5,2370.2,72,168,104,50,0,0,0,0,8,0,0,0.830393
hMOF-27429,14.971486,14.971486,13.448316,89.988024,90.006165,83.614129,3.25,2.25,0.108622,8.1,16.8,30,114,6,24,0,42,0,6,0,0,0,0.772316
hMOF-5056313,23.532407,23.532407,22.610064,89.999397,89.997161,82.848678,22.25,21.25,0.932003,4848.9,1162.6,23,80,8,20,13,0,0,0,2,0,0,0.678801
hMOF-15738,11.169417,17.637651,11.169409,101.252056,90.019824,101.220276,8.25,6.75,0.773478,3881.5,2714.8,7,31,3,13,0,0,0,0,4,0,0,1.29153
hMOF-5059994,11.792241,11.792241,9.198806,89.99667,90.000255,84.193416,2.75,1.75,0.04492,0.0,0.0,12,42,24,24,0,0,0,6,0,0,0,0.0
hMOF-5055474,14.519709,23.532407,13.596369,89.98936,90.000291,83.264412,7.25,5.25,0.748403,2992.0,2896.1,12,80,8,24,0,0,0,0,4,12,0,1.70419
hMOF-5072925,15.944551,11.792241,10.268362,90.000374,89.993764,96.153923,9.25,7.25,0.750766,4521.7,2618.9,18,28,2,10,0,0,0,2,0,0,0,0.637202
hMOF-5064691,10.723024,14.04422,9.198806,89.995861,89.996352,88.828373,6.75,5.75,0.568609,2202.1,1884.1,22,34,2,8,0,0,0,2,0,0,0,1.6008
hMOF-5013703,17.077404,12.594516,17.077396,90.024014,90.018362,90.016143,4.25,2.75,0.334246,353.1,454.0,66,114,0,39,0,0,0,0,12,0,0,2.96736
hMOF-5039538,8.559649,14.04419,7.681481,83.72884,94.91324,81.485221,5.75,3.25,0.468102,707.1,870.3,30,24,2,12,0,0,0,0,2,0,0,4.44566
